Segment,Threshold_1_Length,Threshold_10_Length,Threshold_100_Length,Split_10_Length,Split_100_Length,Split_1000_Length,Handle_Lengths,Quadrangle_Length,Handle_Area,Quadrangle_Area,,% Difference between Threshold_1 and Handle_Lengths
0_1800__2400_1600,2101.385714,2101.356293,2096.129639,2081.023855,2080.102595,2099.226414,2001.735103,4410.054018,520000,1000000,,0.95257862
600_1600__3000_1800,2101.385714,2101.356293,2096.129639,2081.023855,2063.740173,2097.552056,2001.735103,4410.054018,520000,1000000,,0.95257862
0_1800__1400_1600,2102.005932,2101.964479,2099.039044,2092.694426,2076.373113,2099.459064,2129.152985,3543.366547,580000,860000,,0.987249834
1600_1600__3000_1800,2102.005932,2101.964479,2099.039044,2092.694426,2064.23978,2098.171114,2129.152985,3543.366547,580000,860000,,0.987249834
400_2000__2200_1800,2102.669644,2102.649487,2101.320757,2088.597234,2078.1046,2100.197784,1990.811504,3801.888532,380000,740000,,0.946801848
800_1800__2600_2000,2102.669644,2102.649487,2101.320757,2088.597234,2068.217377,2099.176667,1990.811504,3801.888532,380000,740000,,0.946801848
0_2000__2400_1400,2102.73256,2102.693216,2096.459431,2081.443121,2086.08763,2101.039344,1979.898987,4453.762363,580000,2020000,,0.941583835
600_1400__3000_2000,2102.73256,2102.693216,2096.459431,2081.443121,2061.148732,2098.498858,1979.898987,4453.762363,580000,2020000,,0.941583835
400_1600__2600_2000,2102.758185,2102.731046,2100.283982,2083.859591,2068.369236,2099.265995,2014.718516,4250.786494,480000,1360000,,0.958131339
400_2000__2600_1600,2102.758185,2102.731046,2100.283982,2083.859591,2077.74161,2100.21742,2014.718516,4250.786494,480000,1360000,,0.958131339
0_2000__2000_1500,2102.898926,2102.858755,2098.863466,2088.369008,2087.743843,2101.397768,1914.213562,3975.766375,500000,1500000,,0.910273689
1000_1500__3000_2000,2102.898926,2102.858755,2098.863466,2088.369008,2061.27653,2098.664678,1914.213562,3975.766375,500000,1500000,,0.910273689
0_1400__2000_2000,2103.855607,2103.815775,2100.174627,2086.828928,2074.15769,2100.858955,2077.032961,4165.094263,200000,1400000,,0.987250719
1000_2000__3000_1400,2103.855607,2103.815775,2100.174627,2086.828928,2072.181499,2100.631191,2077.032961,4165.094263,200000,1400000,,0.987250719
600_2000__1200_2000,2104.621814,2104.594654,2102.608876,2098.078739,2066.40982,2100.782211,2357.657809,2957.657809,600000,600000,,0.892674843
1800_2000__2400_2000,2104.621814,2104.594654,2102.608876,2098.078739,2072.63482,2101.394168,2357.657809,2957.657809,600000,600000,,0.892674843
0_2000__1000_1000,2104.662801,2103.953193,2080.319608,2100.187202,2074.581115,2101.67125,2414.213562,3828.427125,500000,1500000,,0.871779877
2000_1000__3000_2000,2104.662801,2103.953193,2080.319608,2100.187202,2062.999171,2100.437091,2414.213562,3828.427125,500000,1500000,,0.871779877
0_1400__1800_2000,2104.994399,2104.958947,2101.428673,2089.914609,2074.620114,2101.937478,2096.836864,3994.20346,300000,1380000,,0.996124676
1200_2000__3000_1400,2104.994399,2104.958947,2101.428673,2089.914609,2073.284909,2101.769603,2096.836864,3994.20346,300000,1380000,,0.996124676
200_1800__1200_1800,2105.96439,2105.93069,2103.44906,2097.884832,2072.070871,2102.571093,2262.7417,3262.7417,640000,640000,,0.930713563
1800_1800__2800_1800,2105.96439,2105.93069,2103.44906,2097.884832,2072.492298,2102.575333,2262.7417,3262.7417,640000,640000,,0.930713563
400_1800__2200_2000,2108.523475,2108.503559,2107.116792,2094.085531,2078.250364,2105.467512,2019.803903,3830.88093,340000,700000,,0.957923365
800_2000__2600_1800,2108.523475,2108.503559,2107.116792,2094.085531,2078.94981,2105.527977,2019.803903,3830.88093,340000,700000,,0.957923365
0_1000__2800_2000,2110.083423,2109.99083,2101.203304,2080.216455,2072.5279,2106.25158,2280.624847,5253.838597,400000,3200000,,0.925221623
200_2000__3000_1000,2110.083423,2109.99083,2101.203304,2080.216455,2080.944386,2107.093423,2280.624847,5253.838597,400000,3200000,,0.925221623
200_2000__1200_1600,2110.733083,2110.694612,2108.02432,2103.034449,2080.646876,2107.73271,2280.624847,3357.657809,640000,1040000,,0.925506484
1800_1600__2800_2000,2110.733083,2110.694612,2108.02432,2103.034449,2072.900709,2106.897604,2280.624847,3357.657809,640000,1040000,,0.925506484
0_1600__1000_1600,2111.14544,2111.104634,2101.688079,2103.157,2076.174036,2107.647578,2332.380758,3332.380758,600000,600000,,0.90514614
2000_1600__3000_1600,2111.14544,2111.104634,2101.688079,2103.157,2076.685097,2107.65272,2332.380758,3332.380758,600000,600000,,0.90514614
0_1600__1400_1800,2113.767453,2113.730461,2110.918389,2103.329849,2083.758407,2110.767613,2166.190379,3580.403941,540000,820000,,0.975799484
1600_1800__3000_1600,2113.767453,2113.730461,2110.918389,2103.329849,2079.353206,2110.27487,2166.190379,3580.403941,540000,820000,,0.975799484
0_2000__1400_1400,2113.805641,2113.759518,2102.458845,2105.117635,2091.853157,2111.639721,2135.323817,3658.478439,620000,1460000,,0.989922757
1600_1400__3000_2000,2113.805641,2113.759518,2102.458845,2105.117635,2072.134179,2109.571219,2135.323817,3658.478439,620000,1460000,,0.989922757
0_1800__1000_1400,2114.451729,2114.323191,2102.041435,2106.849751,2082.066212,2111.220525,2357.657809,3434.69077,600000,1000000,,0.896844199
2000_1400__3000_1800,2114.451729,2114.323191,2102.041435,2106.849751,2076.647137,2110.616679,2357.657809,3434.69077,600000,1000000,,0.896844199
0_1200__2600_2000,2114.586463,2114.514952,2109.051554,2089.529274,2080.30581,2111.095738,2185.994282,4906.288383,400000,2480000,,0.967333941
400_2000__3000_1200,2114.586463,2114.514952,2109.051554,2089.529274,2084.765323,2111.535566,2185.994282,4906.288383,400000,2480000,,0.967333941
0_1500__3000_1500,2115.232768,2115.120364,2105.457249,2085.889018,2082.548181,2111.887914,2236.067977,5236.067977,500000,500000,,0.945960852
600_2000__2000_2000,2115.520931,2115.506558,2114.469264,2104.740197,2085.71048,2112.523023,2077.032961,3477.032961,200000,200000,,0.981806859
1000_2000__2400_2000,2115.520931,2115.506558,2114.469264,2104.740197,2083.577969,2112.293714,2077.032961,3477.032961,200000,200000,,0.981806859
200_2000__2400_1600,2116.089948,2116.063393,2113.517045,2097.599085,2094.744384,2113.929951,2001.735103,4237.80308,520000,1400000,,0.945959365
600_1600__2800_2000,2116.089948,2116.063393,2113.517045,2097.599085,2078.370484,2112.255487,2001.735103,4237.80308,520000,1400000,,0.945959365
0_1600__2400_1800,2116.221289,2116.191819,2111.956901,2095.697985,2089.817314,2113.542778,2060.61757,4468.936486,460000,940000,,0.973724998
600_1800__3000_1600,2116.221289,2116.191819,2111.956901,2095.697985,2081.959694,2112.730415,2060.61757,4468.936486,460000,940000,,0.973724998
200_1800__2400_1800,2117.347858,2117.321581,2114.891163,2099.031358,2090.887207,2114.668702,2025.798041,4225.798041,480000,480000,,0.956762033
600_1800__2800_1800,2117.347858,2117.321581,2114.891163,2099.031358,2084.023343,2113.960299,2025.798041,4225.798041,480000,480000,,0.956762033
0_1400__2200_2000,2117.8409,2117.798852,2113.827792,2098.650429,2087.658356,2114.785973,2096.836864,4377.187714,300000,1620000,,0.990082335
800_2000__3000_1400,2117.8409,2117.798852,2113.827792,2098.650429,2086.200473,2114.61686,2096.836864,4377.187714,300000,1620000,,0.990082335
0_1400__3000_1600,2117.863057,2117.750515,2108.887179,2088.445278,2083.745459,2114.374145,2243.22334,5249.882616,500000,1100000,,0.944116005
0_1600__3000_1400,2117.863057,2117.750515,2108.887179,2088.445278,2086.404195,2114.641458,2243.22334,5249.882616,500000,1100000,,0.944116005
0_1400__1600_2000,2120.1074,2120.073753,2116.831009,2106.69158,2087.970271,2116.878302,2154.065923,3862.866672,400000,1360000,,0.984235151
1400_2000__3000_1400,2120.1074,2120.073753,2116.831009,2106.69158,2088.359815,2116.882201,2154.065923,3862.866672,400000,1360000,,0.984235151
200_1600__1200_2000,2123.804508,2123.776693,2121.402851,2114.681665,2085.584296,2119.964803,2280.624847,3357.657809,640000,1040000,,0.931237994
1800_2000__2800_1600,2123.804508,2123.776693,2121.402851,2114.681665,2094.179331,2120.808451,2280.624847,3357.657809,640000,1040000,,0.931237994
0_1600__2800_1600,2123.8761,2123.820442,2116.661721,2098.233021,2094.586466,2120.88382,2166.190379,4966.190379,540000,540000,,0.980466039
200_1600__3000_1600,2123.8761,2123.820442,2116.661721,2098.233021,2089.700073,2120.386231,2166.190379,4966.190379,540000,540000,,0.980466039
0_1800__2800_1400,2127.458749,2127.38741,2119.913451,2101.889167,2101.326285,2124.783105,2175.052038,5003.479163,560000,1680000,,0.978118552
200_1400__3000_1800,2127.458749,2127.38741,2119.913451,2101.889167,2089.890988,2123.626004,2175.052038,5003.479163,560000,1680000,,0.978118552
400_2000__1000_1800,2129.058228,2129.024698,2126.679617,2122.449335,2090.780977,2125.218211,2446.815226,3079.270758,700000,820000,,0.870134453
2000_1800__2600_2000,2129.058228,2129.024698,2126.679617,2122.449335,2094.499688,2125.56439,2446.815226,3079.270758,700000,820000,,0.870134453
0_1200__1200_2000,2129.370707,2129.332978,2126.277298,2117.618679,2091.178842,2125.531338,2300.42875,3742.64926,500000,1460000,,0.925640799
1800_2000__3000_1200,2129.370707,2129.332978,2126.277298,2117.618679,2099.267686,2126.316452,2300.42875,3742.64926,500000,1460000,,0.925640799
500_2000__1500_2000,2129.696599,2129.682216,2127.583022,2121.478577,2096.274659,2126.343845,2236.067977,3236.067977,500000,500000,,0.952429274
1500_2000__2500_2000,2129.696599,2129.682216,2127.583022,2121.478577,2096.54119,2126.346527,2236.067977,3236.067977,500000,500000,,0.952429274
400_1800__1000_2000,2131.876415,2131.846841,2129.624318,2124.852415,2089.719267,2127.63677,2414.213562,3046.669094,740000,860000,,0.883052125
2000_2000__2600_1800,2131.876415,2131.846841,2129.624318,2124.852415,2102.165919,2128.879616,2414.213562,3046.669094,740000,860000,,0.883052125
600_2000__1000_2000,2132.599182,2132.569341,2130.455119,2126.469718,2090.451248,2128.359702,2491.246524,2891.246524,700000,700000,,0.856036993
2000_2000__2400_2000,2132.599182,2132.569341,2130.455119,2126.469718,2100.594607,2129.371527,2491.246524,2891.246524,700000,700000,,0.856036993
200_1600__2400_2000,2133.506982,2133.480564,2130.295848,2114.623641,2101.67968,2130.281108,2077.032961,4313.100939,440000,1320000,,0.973529957
600_2000__2800_1600,2133.506982,2133.480564,2130.295848,2114.623641,2104.067411,2130.512971,2077.032961,4313.100939,440000,1320000,,0.973529957
0_1400__1000_1800,2134.695655,2134.65696,2131.944007,2125.604708,2096.410933,2130.855603,2357.657809,3434.69077,600000,1000000,,0.905430655
2000_1800__3000_1400,2134.695655,2134.65696,2131.944007,2125.604708,2102.848912,2131.469698,2357.657809,3434.69077,600000,1000000,,0.905430655
0_2000__1500_1500,2138.752823,2138.709261,2135.572994,2129.243309,2117.233947,2136.628945,2121.320344,3702.459174,625000,1375000,,0.991849232
1500_1500__3000_2000,2138.752823,2138.709261,2135.572994,2129.243309,2097.074835,2134.518224,2121.320344,3702.459174,625000,1375000,,0.991849232
0_1200__3000_1800,2139.013708,2138.900233,2129.770824,2108.986785,2101.504976,2135.182224,2300.42875,5359.840458,500000,2300000,,0.929832627
0_1800__3000_1200,2139.013708,2138.900233,2129.770824,2108.986785,2109.283504,2135.964224,2300.42875,5359.840458,500000,2300000,,0.929832627
0_1400__2800_1800,2139.113533,2139.045577,2132.077434,2112.909786,2105.926616,2135.727577,2208.403811,5036.830936,520000,1640000,,0.968624272
200_1800__3000_1400,2139.113533,2139.045577,2132.077434,2112.909786,2107.597692,2135.890994,2208.403811,5036.830936,520000,1640000,,0.968624272
200_1600__2800_1800,2139.331705,2139.299312,2134.216078,2116.162865,2106.08567,2135.945074,2131.37085,4739.051812,560000,1080000,,0.996278812
200_1800__2800_1600,2139.331705,2139.299312,2134.216078,2116.162865,2109.980934,2136.338732,2131.37085,4739.051812,560000,1080000,,0.996278812
0_1800__1200_1600,2142.418934,2142.377251,2132.518151,2133.950068,2112.311493,2139.418401,2280.624847,3497.177354,640000,880000,,0.939399979
1800_1600__3000_1800,2142.418934,2142.377251,2132.518151,2133.950068,2104.614734,2138.583789,2280.624847,3497.177354,640000,880000,,0.939399979
0_1500__2000_2000,2144.977477,2144.954538,2141.407373,2128.307341,2115.253558,2141.980552,2118.033989,4179.586802,250000,1250000,,0.987438801
1000_2000__3000_1500,2144.977477,2144.954538,2141.407373,2128.307341,2112.068781,2141.630001,2118.033989,4179.586802,250000,1250000,,0.987438801
0_2000__1000_1200,2146.064007,2145.886947,2128.305885,2138.812783,2115.355016,2143.005877,2434.017465,3714.642313,600000,1400000,,0.881696224
2000_1200__3000_2000,2146.064007,2145.886947,2128.305885,2138.812783,2104.359061,2141.831057,2434.017465,3714.642313,600000,1400000,,0.881696224
0_1000__1000_2000,2146.933715,2146.893175,2143.685059,2135.053428,2104.810447,2142.694518,2414.213562,3828.427125,500000,1500000,,0.889289062
2000_2000__3000_1000,2146.933715,2146.893175,2143.685059,2135.053428,2117.411904,2143.938916,2414.213562,3828.427125,500000,1500000,,0.889289062
0_1400__2400_2000,2147.555393,2147.512377,2143.51894,2126.090195,2115.779502,2144.330111,2154.065923,4627.929298,400000,1840000,,0.996977562
600_2000__3000_1400,2147.555393,2147.512377,2143.51894,2126.090195,2115.948199,2144.331784,2154.065923,4627.929298,400000,1840000,,0.996977562
0_1400__1400_2000,2147.881738,2147.849106,2144.726222,2135.837488,2113.06124,2144.385055,2243.22334,3766.377962,500000,1340000,,0.957497945
1600_2000__3000_1400,2147.881738,2147.849106,2144.726222,2135.837488,2116.092946,2144.656108,2243.22334,3766.377962,500000,1340000,,0.957497945
200_1800__1000_1800,2148.378061,2148.343118,2145.818475,2140.860927,2110.082524,2144.537856,2411.995697,3211.995697,720000,720000,,0.890705594
2000_1800__2800_1800,2148.378061,2148.343118,2145.818475,2140.860927,2114.870263,2144.988739,2411.995697,3211.995697,720000,720000,,0.890705594
0_2000__2800_1200,2150.530539,2150.449409,2142.419969,2124.790528,2126.520955,2148.065023,2238.834687,5150.878643,580000,2820000,,0.960557986
200_1200__3000_2000,2150.530539,2150.449409,2142.419969,2124.790528,2109.018484,2146.298085,2238.834687,5150.878643,580000,2820000,,0.960557986
400_2000__2400_1800,2150.893193,2150.87022,2149.336824,2134.619014,2124.373721,2148.213369,2060.61757,4070.592694,460000,860000,,0.958028775
600_1800__2600_2000,2150.893193,2150.87022,2149.336824,2134.619014,2116.449019,2147.400351,2060.61757,4070.592694,460000,860000,,0.958028775
0_1600__1200_1800,2153.147649,2153.109942,2150.295515,2143.723299,2119.239762,2149.754274,2297.561229,3514.113735,620000,860000,,0.937144839
1800_1800__3000_1600,2153.147649,2153.109942,2150.295515,2143.723299,2118.692729,2149.654817,2297.561229,3514.113735,620000,860000,,0.937144839
600_2000__2200_2000,2153.339789,2153.323167,2152.121229,2140.841526,2123.016803,2150.283318,2096.836864,3696.836864,300000,300000,,0.97376033
800_2000__2400_2000,2153.339789,2153.323167,2152.121229,2140.841526,2121.401103,2150.112644,2096.836864,3696.836864,300000,300000,,0.97376033
500_2000__2000_2000,2153.646234,2153.630899,2152.517271,2142.072866,2123.827439,2150.648248,2118.033989,3618.033989,250000,250000,,0.983464209
1000_2000__2500_2000,2153.646234,2153.630899,2152.517271,2142.072866,2120.522451,2150.296512,2118.033989,3618.033989,250000,250000,,0.983464209
200_2000__1000_1600,2153.88704,2153.84778,2145.646867,2146.404566,2118.913463,2150.389137,2446.815226,3341.242417,700000,1020000,,0.880281853
2000_1600__2800_2000,2153.88704,2153.84778,2145.646867,2146.404566,2116.022139,2150.051284,2446.815226,3341.242417,700000,1020000,,0.880281853
400_1800__2400_2000,2154.447842,2154.425242,2152.848683,2138.025592,2122.568169,2151.221365,2077.032961,4087.008086,440000,840000,,0.964067415
600_2000__2600_1800,2154.447842,2154.425242,2152.848683,2138.025592,2124.889381,2151.452567,2077.032961,4087.008086,440000,840000,,0.964067415
0_1800__2600_1600,2154.905342,2154.872738,2148.73127,2132.167705,2129.974316,2152.365563,2129.152985,4736.833947,580000,1100000,,0.988049425
400_1600__3000_1800,2154.905342,2154.872738,2148.73127,2132.167705,2117.281653,2151.071947,2129.152985,4736.833947,580000,1100000,,0.988049425
200_2000__1800_1800,2156.238509,2156.221873,2153.636684,2144.679075,2131.454637,2153.764411,2105.245973,3717.697522,480000,800000,,0.976351162
1200_1800__2800_2000,2156.238509,2156.221873,2153.636684,2144.679075,2118.430886,2152.40298,2105.245973,3717.697522,480000,800000,,0.976351162
200_1400__2800_2000,2156.295252,2156.251759,2150.885491,2132.566278,2118.643521,2152.461596,2175.052038,4843.384851,560000,2120000,,0.991376397
200_2000__2800_1400,2156.295252,2156.251759,2150.885491,2132.566278,2130.101628,2153.618922,2175.052038,4843.384851,560000,2120000,,0.991376397
0_2000__1200_1400,2156.33405,2156.287801,2143.520688,2148.302422,2129.285943,2153.64926,2308.640753,3650.28154,660000,1380000,,0.934027543
1800_1400__3000_2000,2156.33405,2156.287801,2143.520688,2148.302422,2114.626183,2152.099297,2308.640753,3650.28154,660000,1380000,,0.934027543
0_2000__2000_1600,2156.801861,2156.770296,2153.420115,2142.100381,2138.706742,2155.001277,2014.213562,4053.821368,500000,1300000,,0.933889013
1000_1600__3000_2000,2156.801861,2156.770296,2153.420115,2142.100381,2115.156631,2152.567373,2014.213562,4053.821368,500000,1300000,,0.933889013
0_2000__1800_1600,2157.377059,2157.33824,2154.20877,2145.105208,2138.18278,2155.477754,2046.669094,3890.577986,560000,1280000,,0.948683998
1200_1600__3000_2000,2157.377059,2157.33824,2154.20877,2145.105208,2115.714133,2153.142336,2046.669094,3890.577986,560000,1280000,,0.948683998
0_2000__2600_1400,2160.982794,2160.941405,2155.48608,2137.681296,2139.86735,2158.825245,2135.323817,4803.65663,620000,2180000,,0.988126247
400_1400__3000_2000,2160.982794,2160.941405,2155.48608,2137.681296,2119.416266,2156.749315,2135.323817,4803.65663,620000,2180000,,0.988126247
200_2000__1600_1800,2161.663682,2161.637992,2158.983403,2151.638798,2134.757238,2158.979853,2175.052038,3589.265601,560000,840000,,0.993844581
1400_1800__2800_2000,2161.663682,2161.637992,2158.983403,2151.638798,2123.834586,2157.827922,2175.052038,3589.265601,560000,840000,,0.993844581
0_1800__1800_1800,2163.546324,2163.517613,2160.546987,2150.358252,2138.788206,2161.072526,2105.245973,3905.245973,480000,480000,,0.973053338
1200_1800__3000_1800,2163.546324,2163.517613,2160.546987,2150.358252,2125.797026,2159.711409,2105.245973,3905.245973,480000,480000,,0.973053338
0_1800__2000_1800,2164.873272,2164.851018,2161.687633,2149.553482,2140.953083,2162.474372,2080.624847,4080.624847,400000,400000,,0.9610839
1000_1800__3000_1800,2164.873272,2164.851018,2161.687633,2149.553482,2127.148752,2161.038626,2080.624847,4080.624847,400000,400000,,0.9610839
200_2000__2000_1800,2165.268522,2165.249118,2162.484709,2151.74284,2141.30815,2162.869171,2080.624847,3891.701875,400000,760000,,0.960908463
1000_1800__2800_2000,2165.268522,2165.249118,2162.484709,2151.74284,2127.478054,2161.433181,2080.624847,3891.701875,400000,760000,,0.960908463
0_1600__2600_1800,2165.528778,2165.49663,2161.249769,2142.619873,2136.106924,2162.535089,2166.190379,4773.871341,540000,1060000,,0.999694579
400_1800__3000_1600,2165.528778,2165.49663,2161.249769,2142.619873,2131.294942,2162.038238,2166.190379,4773.871341,540000,1060000,,0.999694579
200_1600__1000_2000,2166.469713,2166.438809,2163.958027,2158.053279,2124.298146,2162.229795,2414.213562,3308.640753,740000,1060000,,0.897381138
2000_2000__2800_1600,2166.469713,2166.438809,2163.958027,2158.053279,2136.8044,2163.473241,2414.213562,3308.640753,740000,1060000,,0.897381138
200_1800__1800_2000,2166.520823,2166.504715,2164.067317,2154.085394,2136.069675,2163.463068,2151.174753,3763.626302,420000,740000,,0.992916722
1200_2000__2800_1800,2166.520823,2166.504715,2164.067317,2154.085394,2133.087626,2163.132024,2151.174753,3763.626302,420000,740000,,0.992916722
0_1500__1500_2000,2169.79986,2169.770561,2166.940131,2157.445164,2136.400922,2166.447418,2236.067977,3817.206808,500000,1250000,,0.970363997
1500_2000__3000_1500,2169.79986,2169.770561,2166.940131,2157.445164,2136.802309,2166.451442,2236.067977,3817.206808,500000,1250000,,0.970363997
200_1800__1600_2000,2170.788394,2170.774461,2168.276611,2159.862226,2138.58923,2167.558617,2208.403811,3622.617374,520000,800000,,0.982967147
1400_2000__2800_1800,2170.788394,2170.774461,2168.276611,2159.862226,2137.328666,2167.399313,2208.403811,3622.617374,520000,800000,,0.982967147
0_2000__1600_1600,2172.881022,2172.840147,2169.685646,2162.362459,2150.992972,2170.715348,2135.323817,3784.566068,620000,1260000,,0.98271548
1400_1600__3000_2000,2172.881022,2172.840147,2169.685646,2162.362459,2131.193265,2168.646017,2135.323817,3784.566068,620000,1260000,,0.98271548
0_1200__2800_2000,2173.310338,2173.233159,2165.144744,2145.983588,2135.715733,2169.477607,2300.42875,5212.472706,500000,2740000,,0.944741426
200_2000__3000_1200,2173.310338,2173.233159,2165.144744,2145.983588,2143.527005,2170.259932,2300.42875,5212.472706,500000,2740000,,0.944741426
0_2000__2200_1600,2173.997144,2173.972138,2170.682394,2156.417688,2155.121189,2172.101212,2046.669094,4282.737072,560000,1440000,,0.941431363
800_1600__3000_2000,2173.997144,2173.972138,2170.682394,2156.417688,2132.365338,2169.762856,2046.669094,4282.737072,560000,1440000,,0.941431363
200_1800__2600_1800,2174.572668,2174.543617,2172.572469,2154.010301,2145.090947,2171.578296,2131.37085,4531.37085,560000,560000,,0.980133192
400_1800__2800_1800,2174.572668,2174.543617,2172.572469,2154.010301,2141.267407,2171.18535,2131.37085,4531.37085,560000,560000,,0.980133192
400_2000__1600_2000,2174.966037,2174.953771,2172.841833,2165.565539,2142.749896,2171.736061,2243.22334,3443.22334,500000,500000,,0.969571776
1400_2000__2600_2000,2174.966037,2174.953771,2172.841833,2165.565539,2140.418888,2171.472043,2243.22334,3443.22334,500000,500000,,0.969571776
200_1800__2000_2000,2176.062246,2176.043156,2173.70804,2161.825167,2146.274846,2173.064623,2131.37085,3942.447878,320000,680000,,0.979462262
1000_2000__2800_1800,2176.062246,2176.043156,2173.70804,2161.825167,2142.652634,2172.673699,2131.37085,3942.447878,320000,680000,,0.979462262
0_1800__1600_1800,2176.486679,2176.453971,2173.456896,2165.024714,2149.591396,2173.802996,2175.052038,3775.052038,560000,560000,,0.999340845
1400_1800__3000_1800,2176.486679,2176.453971,2173.456896,2165.024714,2138.708351,2172.651454,2175.052038,3775.052038,560000,560000,,0.999340845
200_2000__2600_1600,2177.33601,2177.306456,2175.333276,2156.510425,2152.340995,2174.795514,2129.152985,4562.257997,580000,1540000,,0.977870653
400_1600__2800_2000,2177.33601,2177.306456,2175.333276,2156.510425,2139.629549,2173.501715,2129.152985,4562.257997,580000,1540000,,0.977870653
400_2000__1800_2000,2178.158012,2178.144158,2176.177855,2167.421237,2147.678204,2175.099936,2185.994282,3585.994282,400000,400000,,0.996415238
1200_2000__2600_2000,2178.158012,2178.144158,2176.177855,2167.421237,2143.627603,2174.664199,2185.994282,3585.994282,400000,400000,,0.996415238
200_2000__1400_1800,2179.734475,2179.702867,2176.997048,2170.818931,2149.682398,2176.734123,2280.624847,3497.177354,640000,880000,,0.955761961
1600_1800__2800_2000,2179.734475,2179.702867,2176.997048,2170.818931,2141.87972,2175.898444,2280.624847,3497.177354,640000,880000,,0.955761961
0_2000__2500_1500,2181.217772,2181.186701,2176.399638,2159.333108,2160.409309,2179.101063,2121.320344,4670.8301,625000,1875000,,0.972539455
500_1500__3000_2000,2181.217772,2181.186701,2176.399638,2159.333108,2139.625772,2176.98399,2121.320344,4670.8301,625000,1875000,,0.972539455
0_1000__3000_2000,2181.788153,2181.673896,2172.205364,2150.408634,2140.33527,2177.556766,2414.213562,5576.491223,500000,3500000,,0.903726243
0_2000__3000_1000,2181.788153,2181.673896,2172.205364,2150.408634,2152.689282,2178.798679,2414.213562,5576.491223,500000,3500000,,0.903726243
0_1800__2200_1800,2182.173217,2182.147502,2179.055419,2164.464241,2157.655834,2179.701931,2105.245973,4305.245973,480000,480000,,0.964747416
800_1800__3000_1800,2182.173217,2182.147502,2179.055419,2164.464241,2144.470863,2178.338844,2105.245973,4305.245973,480000,480000,,0.964747416
0_1200__1000_2000,2183.204642,2183.168352,2180.393413,2172.307951,2141.049303,2178.964934,2434.017465,3714.642313,600000,1400000,,0.896955208
2000_2000__3000_1200,2183.204642,2183.168352,2180.393413,2172.307951,2153.051888,2180.149874,2434.017465,3714.642313,600000,1400000,,0.896955208
500_2000__1000_2000,2183.814578,2183.783729,2181.631089,2177.22466,2141.640926,2179.574837,2532.247551,3032.247551,750000,750000,,0.862401694
2000_2000__2500_2000,2183.814578,2183.783729,2181.631089,2177.22466,2150.609893,2180.464218,2532.247551,3032.247551,750000,750000,,0.862401694
400_2000__1400_2000,2184.505963,2184.483697,2182.400404,2176.133137,2149.632314,2181.008673,2332.380758,3332.380758,600000,600000,,0.936599205
1600_2000__2600_2000,2184.505963,2184.483697,2182.400404,2176.133137,2149.938945,2181.011758,2332.380758,3332.380758,600000,600000,,0.936599205
200_1600__2600_2000,2186.8863,2186.85711,2183.974999,2165.901866,2152.506664,2183.394231,2166.190379,4599.295391,540000,1500000,,0.990536353
400_2000__2800_1600,2186.8863,2186.85711,2183.974999,2165.901866,2157.472914,2183.89261,2166.190379,4599.295391,540000,1500000,,0.990536353
0_1400__1200_2000,2187.160546,2187.127386,2184.334796,2176.205647,2148.930526,2183.320777,2357.657809,3699.298595,600000,1320000,,0.927683626
1800_2000__3000_1400,2187.160546,2187.127386,2184.334796,2176.205647,2155.327574,2183.934457,2357.657809,3699.298595,600000,1320000,,0.927683626
0_1600__1800_2000,2187.578812,2187.560165,2184.680199,2173.15122,2157.153214,2184.521358,2185.994282,4029.903173,400000,1120000,,0.99927567
1200_2000__3000_1600,2187.578812,2187.560165,2184.680199,2173.15122,2153.195121,2184.086533,2185.994282,4029.903173,400000,1120000,,0.99927567
200_1800__1400_2000,2187.680603,2187.658916,2185.11732,2177.949299,2152.813046,2184.183399,2297.561229,3514.113735,620000,860000,,0.952175104
1600_2000__2800_1800,2187.680603,2187.658916,2185.11732,2177.949299,2154.191183,2184.291211,2297.561229,3514.113735,620000,860000,,0.952175104
0_1600__2000_2000,2189.198157,2189.175888,2186.386169,2172.840964,2159.447767,2186.200957,2166.190379,4205.798184,300000,1100000,,0.989490317
1000_2000__3000_1600,2189.198157,2189.175888,2186.386169,2172.840964,2154.845748,2185.706213,2166.190379,4205.798184,300000,1100000,,0.989490317
200_2000__2200_1800,2190.331384,2190.308781,2188.308422,2174.542788,2165.762297,2187.8595,2105.245973,4115.221097,480000,880000,,0.961154092
800_1800__2800_2000,2190.331384,2190.308781,2188.308422,2174.542788,2152.555122,2186.496202,2105.245973,4115.221097,480000,880000,,0.961154092
0_1800__1000_1600,2192.266544,2192.224722,2182.510304,2184.126108,2157.264668,2188.76839,2446.815226,3466.619129,700000,900000,,0.895967346
2000_1600__3000_1800,2192.266544,2192.224722,2182.510304,2184.126108,2154.421756,2188.431025,2446.815226,3466.619129,700000,900000,,0.895967346
0_1400__2600_2000,2192.842735,2192.797467,2188.524726,2169.091343,2158.518493,2189.351304,2243.22334,4911.556153,500000,2060000,,0.977540977
400_2000__3000_1400,2192.842735,2192.797467,2188.524726,2169.091343,2161.269091,2189.619527,2243.22334,4911.556153,500000,2060000,,0.977540977
400_2000__2000_2000,2195.188064,2195.171872,2194.001287,2182.815671,2165.36083,2192.190002,2166.190379,3766.190379,300000,300000,,0.986790341
