Segment,Threshold_1_Length,Threshold_10_Length,Threshold_100_Length,Split_10_Length,Split_100_Length,Split_1000_Length,Handle_Lengths,Quadrangle_Length,Handle_Area,Quadrangle_Area,,% Difference between Threshold_1 and Handle_Lengths
1000_1000__2000_1000,1000,1000,1000,1000,999.702,999.997002,0,1000,0,0,,0
1000_1000__1800_1000,1000,1000,1000,1000,993.8214,999.398201,200,1000,0,0,,0.2
1200_1000__2000_1000,1000,1000,1000,1000,999.7614,999.997601,200,1000,0,0,,0.2
1000_1000__1600_1000,1000,1000,1000,1000,987.9408,998.799401,400,1000,0,0,,0.4
1200_1000__1800_1000,1000,1000,1000,1000,993.8808,999.398801,400,1000,0,0,,0.4
1400_1000__2000_1000,1000,1000,1000,1000,999.8208,999.998201,400,1000,0,0,,0.4
1000_1000__1500_1000,1000,1000,1000,1000,985.0005,998.500001,500,1000,0,0,,0.5
1500_1000__2000_1000,1000,1000,1000,1000,999.8505,999.998501,500,1000,0,0,,0.5
1000_1000__1400_1000,1000,1000,1000,1000,982.0602,998.2006,600,1000,0,0,,0.6
1200_1000__1600_1000,1000,1000,1000,1000,988.0002,998.8,600,1000,0,0,,0.6
1400_1000__1800_1000,1000,1000,1000,1000,993.9402,999.3994,600,1000,0,0,,0.6
1600_1000__2000_1000,1000,1000,1000,1000,999.8802,999.9988,600,1000,0,0,,0.6
1000_1000__1200_1000,1000,1000,1000,1000,976.1796,997.6018,800,1000,0,0,,0.8
1200_1000__1400_1000,1000,1000,1000,1000,982.1196,998.2012,800,1000,0,0,,0.8
1400_1000__1600_1000,1000,1000,1000,1000,988.0596,998.8006,800,1000,0,0,,0.8
1600_1000__1800_1000,1000,1000,1000,1000,993.9996,999.4,800,1000,0,0,,0.8
1800_1000__2000_1000,1000,1000,1000,1000,999.9396,999.9994,800,1000,0,0,,0.8
1000_1000__1000_1000,1000,1000,1000,1000,970.299,997.002999,1000,1000,0,0,,1
1500_1000__1500_1000,1000,1000,1000,1000,985.149,998.501499,1000,1000,0,0,,1
2000_1000__2000_1000,1000,1000,1000,1000,999.999,999.999999,1000,1000,0,0,,1
1200_1000__1200_1000,1000,1000,1000,1000,976.239,997.602399,1000,1000,0,0,,1
1400_1000__1400_1000,1000,1000,1000,1000,982.179,998.201799,1000,1000,0,0,,1
1600_1000__1600_1000,1000,1000,1000,1000,988.119,998.801199,1000,1000,0,0,,1
1800_1000__1800_1000,1000,1000,1000,1000,994.059,999.400599,1000,1000,0,0,,1
1200_1000__1400_1200,1019.72685,1019.723701,1019.493436,1019.353964,1000.900519,1017.830983,832.455532,1115.298245,60000,100000,,0.816351489
1600_1200__1800_1000,1019.72685,1019.723701,1019.493436,1019.353964,1013.722422,1019.126832,832.455532,1115.298245,60000,100000,,0.816351489
1400_1000__1400_1200,1019.854122,1019.852278,1019.702001,1019.495216,1001.084364,1017.958827,1032.455532,1232.455532,60000,60000,,0.987794719
1200_1000__1200_1200,1020.532899,1020.528213,1020.181427,1020.135979,996.051069,1018.06165,1024.621125,1224.621125,80000,80000,,0.996010012
1000_1000__1400_1200,1021.386319,1021.384856,1021.235683,1021.060341,1002.504031,1019.489887,632.455532,1079.669128,60000,140000,,0.619212848
1600_1200__2000_1000,1021.386319,1021.384856,1021.235683,1021.060341,1021.249346,1021.384964,632.455532,1079.669128,60000,140000,,0.619212848
1200_1000__1600_1200,1021.399328,1021.396353,1021.146611,1020.926994,1008.031321,1020.058192,647.213595,1094.427191,40000,120000,,0.633653829
1400_1200__1800_1000,1021.399328,1021.396353,1021.146611,1020.926994,1015.334488,1020.798697,647.213595,1094.427191,40000,120000,,0.633653829
1000_1000__1600_1200,1021.919582,1021.918542,1021.734429,1021.459551,1008.498342,1020.577908,447.213595,1079.669128,40000,160000,,0.437621123
1400_1200__2000_1000,1021.919582,1021.918542,1021.734429,1021.459551,1021.726176,1021.917653,447.213595,1079.669128,40000,160000,,0.437621123
1400_1000__1600_1200,1021.992223,1021.989703,1021.821943,1021.556722,1008.67794,1020.651635,847.213595,1130.056308,40000,80000,,0.828982429
1400_1200__1600_1000,1021.992223,1021.989703,1021.821943,1021.556722,1010.047336,1020.792803,847.213595,1130.056308,40000,80000,,0.828982429
1600_1000__1600_1200,1023.148257,1023.146076,1022.815127,1022.740132,1009.887517,1021.808213,1047.213595,1247.213595,40000,40000,,0.977019647
1000_1000__1200_1200,1024.48349,1024.476956,1024.129927,1024.143778,999.944611,1022.011726,824.621125,1107.463838,80000,120000,,0.804914021
1800_1200__2000_1000,1024.48349,1024.476956,1024.129927,1024.143778,1024.395441,1024.482705,824.621125,1107.463838,80000,120000,,0.804914021
1000_1000__1800_1200,1026.671559,1026.665855,1026.280979,1025.689158,1018.131878,1025.822576,282.842712,1107.463838,20000,180000,,0.275494835
1200_1200__2000_1000,1026.671559,1026.665855,1026.280979,1025.689158,1026.41574,1026.669058,282.842712,1107.463838,20000,180000,,0.275494835
1200_1000__1800_1200,1027.240007,1027.234228,1026.831584,1026.331793,1018.74408,1026.391462,482.842712,1115.298245,20000,140000,,0.47003885
1200_1200__1800_1000,1027.240007,1027.234228,1026.831584,1026.331793,1021.111409,1026.638792,482.842712,1115.298245,20000,140000,,0.47003885
1200_1200__1600_1000,1028.749002,1028.744227,1028.43909,1027.956053,1016.741187,1027.548993,682.842712,1130.056308,20000,100000,,0.663760267
1400_1000__1800_1200,1028.749002,1028.744227,1028.43909,1027.956053,1020.297045,1027.900888,682.842712,1130.056308,20000,100000,,0.663760267
1200_1200__1400_1000,1030.98794,1030.984093,1030.031315,1030.303786,1013.100671,1029.189132,882.842712,1165.685425,20000,60000,,0.856307506
1600_1000__1800_1200,1030.98794,1030.984093,1030.031315,1030.303786,1022.579607,1030.140252,882.842712,1165.685425,20000,60000,,0.856307506
1800_1000__1800_1200,1034.223721,1034.212157,1033.387005,1033.628043,1025.858622,1033.376505,1082.842712,1282.842712,20000,20000,,0.955100597
1000_1000__1000_1200,1035.793856,1035.740295,1034.713183,1035.208396,1005.510958,1032.738205,1019.803903,1219.803903,100000,100000,,0.984562611
1000_1000__2000_1200,1043.06886,1043.010818,1038.69307,1039.926791,1037.150492,1042.470026,200,1219.803903,0,200000,,0.191741895
1000_1200__2000_1000,1043.06886,1043.010818,1038.69307,1039.926791,1042.734776,1043.065777,200,1219.803903,0,200000,,0.191741895
800_1000__2000_1000,1043.457031,1043.457031,1000,1041.2,1044.545,1044.966774,200,1400,0,0,,0.191670566
1000_1000__2200_1000,1043.457031,1043.457031,1000,1041.2,1039.3198,1044.374569,200,1400,0,0,,0.191670566
1000_1200__1800_1000,1046.038608,1045.986558,1041.935866,1043.345916,1039.833639,1045.436791,400,1224.621125,0,160000,,0.382395064
1200_1000__2000_1200,1046.038608,1045.986558,1041.935866,1043.345916,1040.127086,1045.439785,400,1224.621125,0,160000,,0.382395064
1000_1200__1600_1000,1050.427454,1050.38124,1047.113028,1048.209513,1038.346596,1049.227034,600,1232.455532,0,120000,,0.571196038
1400_1000__2000_1200,1050.427454,1050.38124,1047.113028,1048.209513,1044.522612,1049.82883,600,1232.455532,0,120000,,0.571196038
1400_1200__1400_1200,1051.345924,1051.344063,1051.022927,1051.034425,1032.557956,1049.450451,1079.669128,1079.669128,100000,100000,,0.973766774
1600_1200__1600_1200,1051.345924,1051.344063,1051.022927,1051.034425,1038.059696,1050.005621,1079.669128,1079.669128,100000,100000,,0.973766774
800_1000__1800_1000,1052.514648,1047.851563,1000,1052,1046.358,1051.993602,400,1400,0,0,,0.380042217
1200_1000__2200_1000,1052.514648,1047.851563,1000,1052,1046.954,1051.999598,400,1400,0,0,,0.380042217
1400_1200__1600_1200,1053.673079,1053.670776,1053.521387,1053.284513,1040.332931,1052.332234,894.427191,1094.427191,80000,80000,,0.848865942
1000_1200__1400_1000,1056.54975,1056.510014,1053.847848,1054.758969,1038.592554,1054.750685,800,1247.213595,0,80000,,0.757181571
1600_1000__2000_1200,1056.54975,1056.510014,1053.847848,1054.758969,1050.650632,1055.951283,800,1247.213595,0,80000,,0.757181571
1200_1200__1600_1200,1061.949112,1061.945116,1061.678723,1061.257024,1048.552733,1060.607719,730.056308,1130.056308,60000,60000,,0.68746826
1400_1200__1800_1200,1061.949112,1061.945116,1061.678723,1061.257024,1053.456673,1061.100563,730.056308,1130.056308,60000,60000,,0.68746826
1200_1200__1400_1200,1062.05849,1062.055431,1061.571761,1061.530364,1043.21202,1060.162444,915.298245,1115.298245,80000,80000,,0.861815289
1600_1200__1800_1200,1062.05849,1062.055431,1061.571761,1061.530364,1053.610014,1061.210378,915.298245,1115.298245,80000,80000,,0.861815289
800_1000__1600_1000,1062.072754,1061.71875,1000,1062.8,1051.0082,1061.941995,600,1400,0,0,,0.56493305
1400_1000__2200_1000,1062.072754,1061.71875,1000,1062.8,1057.4254,1062.546192,600,1400,0,0,,0.56493305
1000_1200__1200_1000,1065.483147,1065.450234,1056.959584,1064.047735,1041.648837,1063.085294,1000,1282.842712,0,40000,,0.938541358
1800_1000__2000_1200,1065.483147,1065.450234,1056.959584,1064.047735,1059.588401,1064.884693,1000,1282.842712,0,40000,,0.938541358
1200_1200__1200_1200,1066.158525,1066.150339,1065.513319,1065.683415,1041.661593,1063.687131,1107.463838,1107.463838,100000,100000,,0.962702788
1800_1200__1800_1200,1066.158525,1066.150339,1065.513319,1065.683415,1057.752675,1065.310841,1107.463838,1107.463838,100000,100000,,0.962702788
1200_1200__1800_1200,1067.559211,1067.552266,1067.111335,1066.418546,1059.0197,1066.71022,565.685425,1165.685425,40000,40000,,0.529886698
1200_1000__1400_1400,1075.625571,1075.614842,1074.766667,1074.282819,1054.21038,1073.464504,921.110255,1368.323851,120000,200000,,0.856348417
1600_1400__1800_1000,1075.625571,1075.614842,1074.766667,1074.282819,1069.610545,1075.025505,921.110255,1368.323851,120000,200000,,0.856348417
1400_1000__1400_1400,1076.069388,1076.062664,1075.599225,1074.767141,1054.70427,1073.908833,1121.110255,1521.110255,120000,120000,,0.959824766
1200_1000__1200_1400,1078.062506,1078.046723,1076.841661,1076.641735,1051.535879,1075.382395,1094.427191,1494.427191,160000,160000,,0.98504726
800_1000__2200_1000,1078.125,1025,1025,1060.8,1072.7872,1077.865763,400,1800,0,0,,0.371014493
800_1000__1400_1000,1078.125,1078.125,1025,1073.6,1060.396,1076.660967,800,1400,0,0,,0.742028986
1600_1000__2200_1000,1078.125,1078.125,1025,1073.6,1072.6344,1077.863366,800,1400,0,0,,0.742028986
2000_1000__2000_1200,1079.860634,1079.759013,1076.240208,1078.618979,1073.969078,1079.263079,1200,1400,0,0,,0.899883862
1200_1000__1600_1400,1080.527567,1080.518766,1079.662281,1078.980902,1063.709609,1078.832107,765.685425,1331.37085,80000,240000,,0.708621833
1400_1400__1800_1000,1080.527567,1080.518766,1079.662281,1078.980902,1074.451056,1079.926866,765.685425,1331.37085,80000,240000,,0.708621833
1000_1000__1400_1400,1080.969511,1080.965362,1080.491321,1079.835509,1059.506794,1078.80794,721.110255,1286.79568,120000,280000,,0.667095832
1600_1400__2000_1000,1080.969511,1080.965362,1080.491321,1079.835509,1080.78947,1080.967746,721.110255,1286.79568,120000,280000,,0.667095832
800_1000__1800_1200,1081.055829,1078.302398,1030.164085,1077.57545,1072.444587,1080.230633,482.842712,1502.646615,20000,220000,,0.446639941
1200_1200__2200_1000,1081.055829,1078.302398,1030.164085,1077.57545,1075.375144,1080.48361,482.842712,1502.646615,20000,220000,,0.446639941
1400_1000__1600_1400,1082.405942,1082.398255,1081.83757,1080.952354,1065.631416,1080.710937,965.685425,1412.89902,80000,160000,,0.892165672
1400_1400__1600_1000,1082.405942,1082.398255,1081.83757,1080.952354,1070.450466,1081.206472,965.685425,1412.89902,80000,160000,,0.892165672
1000_1000__1600_1400,1082.495404,1082.492244,1081.996753,1081.047607,1065.636067,1080.799513,565.685425,1286.79568,80000,320000,,0.52257536
1400_1400__2000_1000,1082.495404,1082.492244,1081.996753,1081.047607,1082.265949,1082.493136,565.685425,1286.79568,80000,320000,,0.52257536
1600_1000__1600_1400,1086.218966,1086.21202,1085.001447,1084.827454,1069.487345,1084.524409,1165.685425,1565.685425,80000,80000,,0.931828556
1000_1200__1600_1200,1087.12671,1087.094193,1084.483451,1085.082885,1073.663786,1085.784769,647.213595,1247.213595,40000,40000,,0.595343293
1400_1200__2000_1200,1087.12671,1087.094193,1084.483451,1085.082885,1081.163847,1086.527275,647.213595,1247.213595,40000,40000,,0.595343293
800_1000__2000_1200,1087.417149,1085.685696,1037.856212,1078.708985,1081.459185,1086.846972,400,1616.552506,0,240000,,0.367844116
1000_1200__2200_1000,1087.417149,1085.685696,1037.856212,1078.708985,1081.76772,1086.849981,400,1616.552506,0,240000,,0.367844116
1000_1200__1800_1200,1088.091507,1088.05079,1085.052046,1085.208697,1079.492134,1087.24208,482.842712,1282.842712,20000,20000,,0.443751935
1200_1200__2000_1200,1088.091507,1088.05079,1085.052046,1085.208697,1082.118149,1087.492052,482.842712,1282.842712,20000,20000,,0.443751935
800_1000__1600_1200,1088.281794,1086.555674,1033.629348,1085.715295,1074.779182,1086.955139,647.213595,1471.834721,40000,200000,,0.594711405
1400_1200__2200_1000,1088.281794,1086.555674,1033.629348,1085.715295,1082.54751,1087.700315,647.213595,1471.834721,40000,200000,,0.594711405
1000_1000__1200_1400,1088.892503,1088.885195,1088.234036,1087.780114,1062.315698,1086.211883,894.427191,1341.640786,160000,240000,,0.82141
1800_1400__2000_1000,1088.892503,1088.885195,1088.234036,1087.780114,1088.748142,1088.891141,894.427191,1341.640786,160000,240000,,0.82141
800_1200__2000_1000,1092.240318,1092.122754,1083.327502,1087.118389,1091.824409,1092.237681,282.842712,1499.395219,20000,260000,,0.258956484
1000_1000__2200_1200,1092.240318,1092.122754,1083.327502,1087.118389,1084.078267,1091.396614,282.842712,1499.395219,20000,260000,,0.258956484
1000_1200__1400_1200,1092.674121,1092.644919,1090.492323,1091.106522,1073.761026,1090.777497,832.455532,1232.455532,60000,60000,,0.761851604
1600_1200__2000_1200,1092.674121,1092.644919,1090.492323,1091.106522,1086.717438,1092.074703,832.455532,1232.455532,60000,60000,,0.761851604
1000_1000__1800_1400,1094.258497,1094.247417,1093.3835,1092.017985,1080.950826,1092.918026,447.213595,1341.640786,40000,360000,,0.408690996
1200_1400__2000_1000,1094.258497,1094.247417,1093.3835,1092.017985,1093.969651,1094.255647,447.213595,1341.640786,40000,360000,,0.408690996
1200_1000__1800_1400,1095.26462,1095.250939,1094.211731,1093.084078,1081.9849,1093.924435,647.213595,1368.323851,40000,280000,,0.590919841
1200_1400__1800_1000,1095.26462,1095.250939,1094.211731,1093.084078,1089.122391,1094.663268,647.213595,1368.323851,40000,280000,,0.590919841
1200_1400__1600_1000,1099.334547,1099.322861,1098.562721,1097.358685,1087.314531,1098.134485,847.213595,1412.89902,40000,200000,,0.770660394
1400_1000__1800_1400,1099.334547,1099.322861,1098.562721,1097.358685,1086.084386,1097.994721,847.213595,1412.89902,40000,200000,,0.770660394
800_1000__1200_1000,1101.135254,1094.53125,1081.25,1099.2,1078.0454,1099.534179,1000,1400,0,0,,0.90815365
1800_1000__2200_1000,1101.135254,1094.53125,1081.25,1099.2,1096.105,1101.334779,1000,1400,0,0,,0.90815365
800_1200__1800_1000,1101.460112,1101.355051,1056.408834,1096.992099,1095.175302,1100.858693,482.842712,1502.646615,20000,220000,,0.438366044
1200_1000__2200_1200,1101.460112,1101.355051,1056.408834,1096.992099,1093.264129,1100.615954,482.842712,1502.646615,20000,220000,,0.438366044
1000_1200__2000_1200,1103.106083,1103.024324,1096.124262,1097.83328,1097.106549,1102.506616,400,1400,0,0,,0.362612451
800_1000__1400_1200,1104.142859,1103.824507,1058.670178,1100.01574,1085.175045,1102.252548,832.455532,1464.911064,60000,180000,,0.753938247
1600_1200__2200_1000,1104.142859,1103.824507,1058.670178,1100.01574,1098.349425,1103.551934,832.455532,1464.911064,60000,180000,,0.753938247
1000_1200__1200_1200,1104.15392,1104.127854,1102.28381,1102.895285,1079.591818,1101.682134,1024.621125,1224.621125,80000,80000,,0.927969467
1800_1200__2000_1200,1104.15392,1104.127854,1102.28381,1102.895285,1098.201359,1103.554706,1024.621125,1224.621125,80000,80000,,0.927969467
1200_1400__1400_1000,1105.478749,1105.469083,1103.463626,1103.682631,1087.58013,1103.67991,1047.213595,1494.427191,40000,120000,,0.947294189
1600_1000__1800_1400,1105.478749,1105.469083,1103.463626,1103.682631,1092.257493,1104.139215,1047.213595,1494.427191,40000,120000,,0.947294189
1000_1000__1000_1400,1110.385562,1110.367248,1108.93404,1109.024096,1078.42717,1107.1582,1077.032961,1477.032961,200000,200000,,0.969963045
1276_1276__1724_1276,1110.789113,1110.782161,1110.342454,1109.645693,1099.089937,1109.618278,780.645886,1228.645886,76176,76176,,0.702784963
800_1200__1600_1000,1113.683315,1113.591313,1075.195079,1109.528353,1101.525065,1112.483027,682.842712,1507.463838,20000,180000,,0.613139034
1400_1000__2200_1200,1113.683315,1113.591313,1075.195079,1109.528353,1105.45312,1112.838665,682.842712,1507.463838,20000,180000,,0.613139034
1800_1000__1800_1400,1114.142683,1114.114808,1112.030506,1112.471907,1100.94954,1112.803424,1247.213595,1647.213595,40000,40000,,0.893305435
1400_1200__1400_1400,1114.534085,1114.529546,1114.027202,1113.701795,1093.14089,1112.373228,1168.323851,1368.323851,160000,160000,,0.953959884
1500_1000__1500_1500,1120.243776,1120.234172,1119.508292,1118.311787,1099.327486,1118.125557,1207.106781,1707.106781,125000,125000,,0.928040331
1600_1200__1600_1400,1120.699075,1120.693855,1119.641739,1119.780995,1103.930344,1119.004124,1198.140957,1398.140957,140000,140000,,0.935364966
1000_1000__1500_1500,1121.743658,1121.738759,1121.246339,1119.977632,1100.723196,1119.624331,707.106781,1414.213562,125000,375000,,0.630363966
1500_1500__2000_1000,1121.743658,1121.738759,1121.246339,1119.977632,1121.515312,1121.741412,707.106781,1414.213562,125000,375000,,0.630363966
1400_1200__1600_1400,1121.835407,1121.830032,1121.444593,1120.834951,1105.023688,1120.140013,1012.89902,1295.741733,120000,160000,,0.902894501
1400_1400__1600_1200,1121.835407,1121.830032,1121.444593,1120.834951,1108.462609,1120.494269,1012.89902,1295.741733,120000,160000,,0.902894501
1000_1000__2000_1400,1122.171911,1122.150727,1120.724878,1118.452165,1110.370257,1120.974186,400,1477.032961,0,400000,,0.356451624
1000_1400__2000_1000,1122.171911,1122.150727,1120.724878,1118.452165,1121.814424,1122.168562,400,1477.032961,0,400000,,0.356451624
1000_1200__1000_1200,1124.167048,1124.140753,1122.418683,1123.003368,1093.86661,1121.110964,1219.803903,1219.803903,100000,100000,,0.921596533
2000_1200__2000_1200,1124.167048,1124.140753,1122.418683,1123.003368,1118.215766,1123.567917,1219.803903,1219.803903,100000,100000,,0.921596533
800_1000__2200_1200,1125.430872,1124.893239,1089.855724,1109.583986,1117.26766,1124.623523,482.842712,1897.056275,20000,300000,,0.429029205
800_1200__2200_1000,1125.430872,1124.893239,1089.855724,1109.583986,1119.811805,1124.872612,482.842712,1897.056275,20000,300000,,0.429029205
1200_1200__1400_1400,1126.945869,1126.941056,1126.604088,1125.964861,1105.501671,1124.784497,1003.952968,1286.79568,140000,180000,,0.890861749
1600_1400__1800_1200,1126.945869,1126.941056,1126.604088,1125.964861,1118.450973,1126.097304,1003.952968,1286.79568,140000,180000,,0.890861749
1000_1400__1800_1000,1127.070944,1127.049668,1125.733687,1123.649449,1120.857208,1126.469075,600,1494.427191,0,320000,,0.532353356
1200_1000__2000_1400,1127.070944,1127.049668,1125.733687,1123.649449,1115.27333,1125.873271,600,1494.427191,0,320000,,0.532353356
800_1200__1400_1000,1130.073376,1129.875275,1102.685159,1126.449876,1112.040961,1128.274218,882.842712,1515.298245,20000,140000,,0.781226008
1600_1000__2200_1200,1130.073376,1129.875275,1102.685159,1126.449876,1121.80811,1129.228233,882.842712,1515.298245,20000,140000,,0.781226008
800_1000__1200_1200,1130.290487,1129.456453,1105.547999,1126.659075,1105.668235,1127.821645,1024.621125,1471.834721,80000,160000,,0.906511323
1800_1200__2200_1000,1130.290487,1129.456453,1105.547999,1126.659075,1124.440948,1129.695853,1024.621125,1471.834721,80000,160000,,0.906511323
1200_1200__1600_1400,1130.562287,1130.556393,1130.098744,1129.296559,1113.705634,1128.866421,848.528137,1295.741733,100000,180000,,0.75053639
1400_1400__1800_1200,1130.562287,1130.556393,1130.098744,1129.296559,1122.022428,1129.713253,848.528137,1295.741733,100000,180000,,0.75053639
1200_1200__1200_1400,1131.877125,1131.872022,1131.012487,1130.924415,1105.328764,1129.196771,1177.269903,1377.269903,180000,180000,,0.961442335
1000_1400__1600_1000,1135.085665,1135.067888,1132.313486,1132.060186,1122.995929,1133.885015,800,1521.110255,0,240000,,0.70479262
1400_1000__2000_1400,1135.085665,1135.067888,1132.313486,1132.060186,1123.293149,1133.888012,800,1521.110255,0,240000,,0.70479262
800_1000__1000_1000,1139.282227,1137.5,1000,1137.6,1109.5612,1136.3899,1200,1400,0,0,,0.949401856
2000_1000__2200_1000,1139.282227,1137.5,1000,1137.6,1133.442,1138.7887,1200,1400,0,0,,0.949401856
1200_1400__1600_1200,1140.68302,1140.674145,1140.090092,1139.163703,1127.251982,1139.341324,894.427191,1341.640786,80000,160000,,0.78411546
1400_1200__1800_1400,1140.68302,1140.674145,1140.090092,1139.163703,1127.384579,1139.342664,894.427191,1341.640786,80000,160000,,0.78411546
1200_1400__1400_1200,1143.372135,1143.364319,1142.326991,1142.054078,1124.499023,1141.475888,1079.669128,1362.51184,100000,140000,,0.944284975
1600_1200__1800_1400,1143.372135,1143.364319,1142.326991,1142.054078,1130.102702,1142.032084,1079.669128,1362.51184,100000,140000,,0.944284975
600_1000__2000_1000,1143.75,1143.75,1025,1138.4,1143.124,1143.745803,400,1800,0,0,,0.349726776
1000_1000__2400_1000,1143.75,1143.75,1025,1138.4,1132.0776,1142.555397,400,1800,0,0,,0.349726776
1200_1200__1800_1400,1145.285232,1145.273949,1144.518718,1143.323229,1131.955093,1143.944522,730.056308,1362.51184,60000,180000,,0.637444968
1200_1400__1800_1200,1145.285232,1145.273949,1144.518718,1143.323229,1136.696097,1144.435715,730.056308,1362.51184,60000,180000,,0.637444968
800_1200__1800_1200,1145.741545,1145.650684,1138.652599,1140.512418,1137.07533,1144.89216,565.685425,1565.685425,40000,40000,,0.493728649
1200_1200__2200_1200,1145.741545,1145.650684,1138.652599,1140.512418,1137.496633,1144.8964,565.685425,1565.685425,40000,40000,,0.493728649
1000_1400__1400_1000,1145.971728,1145.934523,1142.759708,1143.311916,1128.005161,1144.172293,1000,1565.685425,0,160000,,0.872621877
1600_1000__2000_1400,1145.971728,1145.934523,1142.759708,1143.311916,1134.183544,1144.774092,1000,1565.685425,0,160000,,0.872621877
800_1000__1800_1400,1151.105209,1150.620997,1105.073172,1144.153174,1137.720014,1149.770266,647.213595,1724.246557,40000,440000,,0.562254075
1200_1400__2200_1000,1151.105209,1150.620997,1105.073172,1144.153174,1145.389858,1150.514434,647.213595,1724.246557,40000,440000,,0.562254075
1800_1200__1800_1400,1151.383495,1151.362706,1149.630552,1150.168839,1138.14186,1150.043722,1271.834721,1471.834721,120000,120000,,0.905293334
800_1200__2000_1200,1152.128287,1151.979449,1139.426242,1143.865294,1146.095231,1151.529144,482.842712,1682.842712,20000,20000,,0.419087629
1000_1200__2200_1200,1152.128287,1151.979449,1139.426242,1143.865294,1143.894346,1151.283416,482.842712,1682.842712,20000,20000,,0.419087629
800_1000__1600_1400,1152.547521,1152.183923,1107.317128,1147.409607,1135.603478,1150.855477,765.685425,1660.112616,80000,400000,,0.66434174
1400_1400__2200_1000,1152.547521,1152.183923,1107.317128,1147.409607,1146.7883,1151.954684,765.685425,1660.112616,80000,400000,,0.66434174
800_1200__1200_1000,1152.921731,1152.69125,1139.286037,1150.323181,1129.015929,1150.525617,1082.842712,1530.056308,20000,100000,,0.939216152
1800_1000__2200_1200,1152.921731,1152.69125,1139.286037,1150.323181,1144.621977,1152.078009,1082.842712,1530.056308,20000,100000,,0.939216152
800_1200__1600_1200,1153.662789,1153.584084,1148.088124,1149.520534,1140.126283,1152.320844,730.056308,1530.056308,60000,60000,,0.632816032
1400_1200__2200_1200,1153.662789,1153.584084,1148.088124,1149.520534,1145.388918,1152.817304,730.056308,1530.056308,60000,60000,,0.632816032
1000_1000__1000_1500,1156.472933,1156.45784,1154.859597,1154.673413,1123.314637,1153.122827,1118.033989,1618.033989,250000,250000,,0.966761916
1000_1200__1600_1400,1158.049425,1158.027165,1155.707553,1155.494564,1141.137548,1156.353118,765.685425,1398.140957,80000,200000,,0.661185446
1400_1400__2000_1200,1158.049425,1158.027165,1155.707553,1155.494564,1152.021884,1157.449324,765.685425,1398.140957,80000,200000,,0.661185446
1200_1000__1400_1600,1160.306316,1160.286346,1158.713372,1157.664366,1135.161259,1157.763987,1048.528137,1680.983669,180000,300000,,0.90366494
1600_1600__1800_1000,1160.306316,1160.286346,1158.713372,1157.664366,1154.276769,1159.706177,1048.528137,1680.983669,180000,300000,,0.90366494
600_1000__1800_1000,1160.461426,1160.15625,1081.25,1149.2,1155.8114,1161.516152,600,1800,0,0,,0.517035712
1200_1000__2400_1000,1160.461426,1160.15625,1081.25,1149.2,1150.5862,1160.923947,600,1800,0,0,,0.517035712
1000_1400__1200_1000,1160.742515,1160.696474,1157.599981,1158.35993,1136.898658,1158.34467,1200,1647.213595,0,80000,,0.967285429
1800_1000__2000_1400,1160.742515,1160.696474,1157.599981,1158.35993,1148.957999,1159.545269,1200,1647.213595,0,80000,,0.967285429
1000_1200__1400_1400,1161.063451,1161.045559,1159.435973,1159.126857,1139.56019,1158.901558,921.110255,1368.323851,120000,200000,,0.793333262
1600_1400__2000_1200,1161.063451,1161.045559,1159.435973,1159.126857,1155.043611,1160.463391,921.110255,1368.323851,120000,200000,,0.793333262
1400_1000__1400_1600,1161.137943,1161.124469,1160.186129,1158.552425,1136.03587,1158.596066,1248.528137,1848.528137,180000,180000,,0.930005427
600_1000__2200_1000,1162.011719,1127.34375,1000,1147.2,1158.2134,1163.120929,600,2200,0,0,,0.516345911
800_1000__2400_1000,1162.011719,1127.34375,1000,1147.2,1152.2734,1162.521529,600,2200,0,0,,0.516345911
1200_1000__1200_1600,1164.125036,1164.096097,1162.037403,1161.341638,1134.503092,1161.129016,1200,1800,240000,240000,,0.970104197
1000_1200__1800_1400,1166.655468,1166.626153,1163.757465,1162.998412,1153.28092,1165.314464,647.213595,1471.834721,40000,200000,,0.554759835
1200_1400__2000_1200,1166.655468,1166.626153,1163.757465,1162.998412,1160.614756,1166.055298,647.213595,1471.834721,40000,200000,,0.554759835
800_1000__1400_1400,1167.339579,1167.057531,1129.188461,1162.592178,1145.79118,1165.179991,921.110255,1642.22051,120000,360000,,0.789067956
1600_1400__2200_1000,1167.339579,1167.057531,1129.188461,1162.592178,1161.530249,1166.744389,921.110255,1642.22051,120000,360000,,0.789067956
800_1000__2000_1400,1167.465756,1166.874096,1123.775987,1156.44647,1155.603524,1166.275201,600,1864.911064,0,480000,,0.513933704
1000_1400__2200_1000,1167.465756,1166.874096,1123.775987,1156.44647,1161.786289,1166.877004,600,1864.911064,0,480000,,0.513933704
1200_1000__1600_1600,1167.802534,1167.785575,1166.294772,1164.966769,1146.437879,1165.642017,921.110255,1642.22051,120000,360000,,0.788755143
1400_1600__1800_1000,1167.802534,1167.785575,1166.294772,1164.966769,1161.711539,1167.201753,921.110255,1642.22051,120000,360000,,0.788755143
1000_1000__1400_1600,1169.440828,1169.433767,1168.770652,1167.287639,1144.258453,1166.898057,848.528137,1569.638393,180000,420000,,0.725584499
